date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,MSFT_shares,MSFT_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,PAYX_shares,PAYX_value,ORCL_shares,ORCL_value,GWW_shares,GWW_value,EA_shares,EA_value,CVS_shares,CVS_value,TRV_shares,TRV_value,WSM_shares,WSM_value,TTWO_shares,TTWO_value,LII_shares,LII_value,TDY_shares,TDY_value,DE_shares,DE_value,PPG_shares,PPG_value,TSCO_shares,TSCO_value,COP_shares,COP_value,CVX_shares,CVX_value,DVN_shares,DVN_value,EOG_shares,EOG_value,CL_shares,CL_value,CTRA_shares,CTRA_value,VLO_shares,VLO_value,ZBH_shares,ZBH_value,HSIC_shares,HSIC_value,NOC_shares,NOC_value,HRL_shares,HRL_value,JBL_shares,JBL_value,FICO_shares,FICO_value,FAST_shares,FAST_value,CHRW_shares,CHRW_value,MU_shares,MU_value,IDXX_shares,IDXX_value,CSGP_shares,CSGP_value,F_shares,F_value,AMZN_shares,AMZN_value,WDC_shares,WDC_value,AMGN_shares,AMGN_value,AES_shares,AES_value,MRK_shares,MRK_value,EBAY_shares,EBAY_value,GLW_shares,GLW_value,GPC_shares,GPC_value,CMI_shares,CMI_value,GRMN_shares,GRMN_value,ADM_shares,ADM_value,ADI_shares,ADI_value,HAS_shares,HAS_value,A_shares,A_value,SNPS_shares,SNPS_value,TER_shares,TER_value,TYL_shares,TYL_value,XOM_shares,XOM_value,AMAT_shares,AMAT_value,DD_shares,DD_value,GEN_shares,GEN_value,AXON_shares,AXON_value,ALGN_shares,ALGN_value,CSCO_shares,CSCO_value,NVR_shares,NVR_value,MGM_shares,MGM_value,WAT_shares,WAT_value,TXT_shares,TXT_value,ADSK_shares,ADSK_value,FCX_shares,FCX_value,DECK_shares,DECK_value,SBUX_shares,SBUX_value,MOH_shares,MOH_value,APA_shares,APA_value,STE_shares,STE_value,RMD_shares,RMD_value,PTC_shares,PTC_value,GPN_shares,GPN_value,ACN_shares,ACN_value,TECH_shares,TECH_value,ORLY_shares,ORLY_value,J_shares,J_value,ROST_shares,ROST_value,DLTR_shares,DLTR_value,VRTX_shares,VRTX_value,EXPD_shares,EXPD_value,NVDA_shares,NVDA_value,FDX_shares,FDX_value,LRCX_shares,LRCX_value,AKAM_shares,AKAM_value,TMO_shares,TMO_value,KR_shares,KR_value,RVTY_shares,RVTY_value,MOS_shares,MOS_value,TT_shares,TT_value,FSLR_shares,FSLR_value,MPWR_shares,MPWR_value,GE_shares,GE_value,AMP_shares,AMP_value,HAL_shares,HAL_value,PHM_shares,PHM_value,SMCI_shares,SMCI_value,SYY_shares,SYY_value,PCAR_shares,PCAR_value,LDOS_shares,LDOS_value,PRU_shares,PRU_value,ECL_shares,ECL_value,EQIX_shares,EQIX_value,CTSH_shares,CTSH_value,FFIV_shares,FFIV_value,KDP_shares,KDP_value,BA_shares,BA_value,NTAP_shares,NTAP_value,NFLX_shares,NFLX_value,PODD_shares,PODD_value,ULTA_shares,ULTA_value,TPR_shares,TPR_value,LULU_shares,LULU_value,RL_shares,RL_value,QCOM_shares,QCOM_value,EL_shares,EL_value,MNST_shares,MNST_value,FTNT_shares,FTNT_value,ISRG_shares,ISRG_value,YUM_shares,YUM_value,PWR_shares,PWR_value,SWKS_shares,SWKS_value,AOS_shares,AOS_value,WMT_shares,WMT_value,DHI_shares,DHI_value,BAX_shares,BAX_value,NEM_shares,NEM_value,ENPH_shares,ENPH_value,AMD_shares,AMD_value,STLD_shares,STLD_value,LUV_shares,LUV_value,CMG_shares,CMG_value,KLAC_shares,KLAC_value,REGN_shares,REGN_value,DXCM_shares,DXCM_value,BMY_shares,BMY_value,PSX_shares,PSX_value,BIIB_shares,BIIB_value,KMB_shares,KMB_value,ACGL_shares,ACGL_value,PSA_shares,PSA_value,HSY_shares,HSY_value,MHK_shares,MHK_value,PKG_shares,PKG_value,ANET_shares,ANET_value,NWSA_shares,NWSA_value,XYZ_shares,XYZ_value,FANG_shares,FANG_value,OXY_shares,OXY_value,CF_shares,CF_value,LEN_shares,LEN_value,EPAM_shares,EPAM_value,INCY_shares,INCY_value,ADBE_shares,ADBE_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2005-09-30,100.0,0.3955516136129001,10.0,0.1201201201201201,10.0,0.3979062200927887,10.0,0.2997014806609521,10.0,0.3418488886396704,10.0,1.2789645102399698,10.0,0.6567907776597081,10.0,0.3500972755825433,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2005-10-31,99.6725940245425,0.3955516136129001,10.45569222588619,0.1201201201201201,9.717717901006475,0.3979062200927887,10.186601265769946,0.2997014806609521,9.937970720158614,0.3418488886396704,11.225335605423153,1.2789645102399698,9.87575915861578,0.6567907776597081,10.675012347210126,0.3500972755825433,9.951757855082588,0.4457773764206343,9.0538462591467,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2005-11-30,106.40368567994736,0.3955516136129001,10.51323223236243,0.1201201201201201,10.697897604635886,0.3979062200927887,11.102612519419528,0.2997014806609521,10.902353616513032,0.3418488886396704,11.592014910507938,1.2789645102399698,10.894031413165548,0.6567907776597081,11.860623877828855,0.3500972755825433,10.987517274053378,0.4457773764206343,9.084614359733656,,,0.454803724093591,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2005-12-31,106.48478474640544,0.3955516136129001,10.200730251918504,0.1201201201201201,11.02102102102102,0.3979062200927887,10.007082482997712,0.2997014806609521,10.748487710471798,0.3418488886396704,11.507483780062836,1.2789645102399698,10.019489225794668,0.6567907776597081,12.888234964355162,0.3500972755825433,11.69541040212694,0.4457773764206343,10.0884620090438,,,0.454803724093591,8.308382898613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2006-01-31,109.80429199192916,0.3955516136129001,9.974867600721984,0.1201201201201201,11.74174174174174,0.3979062200927887,11.68097557939826,0.2997014806609521,10.404741736927305,0.3418488886396704,11.605183207617475,1.2789645102399698,10.377587969701043,0.6567907776597081,13.478285352247036,0.3500972755825433,11.331705562988068,,,,,0.454803724093591,8.943820614466336,4.528541883754884,10.26538262611992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2006-03-31,110.91154084325356,0.3955516136129001,9.95473421914378,0.1201201201201201,11.974775068036786,0.3979062200927887,12.896104103089137,0.2997014806609521,9.5681210247773,,,1.2789645102399698,10.47012901236883,0.6567907776597081,13.60092877327453,,,0.4909849490002569,10.6116871606408,0.6494300527261713,10.6116871606408,,,,,0.9374479639345192,10.6116871606408,1.282095475865922,10.6116871606408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2006-04-30,110.00988530192176,0.3955516136129001,9.677762534437091,0.1201201201201201,11.244444517759948,0.3979062200927887,13.064420085654632,0.2997014806609521,9.457026008373084,,,1.2789645102399698,10.312906451167311,0.6567907776597081,13.126906144604389,,,0.4909849490002569,10.463422794279811,0.6494300527261713,11.465688026808785,,,,,0.9374479639345192,10.973486345085924,1.282095475865922,10.2238223937508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2006-05-31,104.44985791140664,0.3955516136129001,9.370788444528406,0.1201201201201201,10.898498901733763,,,,,,,1.2789645102399698,10.406257384996827,0.6567907776597081,11.796194773050916,,,,,,,,,,,,,1.282095475865922,10.032684800320029,0.5371476235636807,10.389086721355335,0.9097843590566396,10.389086721355335,0.1996337494707932,10.389086721355335,0.2534671641398756,10.389086721355335,0.5553324057152695,10.389086721355335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2006-06-30,108.52203978481724,0.3955516136129001,10.366268203863353,,,,,,,,,1.2789645102399698,9.767533792983158,0.6567907776597081,13.125391595253284,,,,,,,,,,,,,1.282095475865922,10.118881589834684,,,0.9097843590566396,10.586350288824018,,,,,,,0.3868523641905981,10.911522862811754,1.0021256351677523,10.911522862811754,1.0085210159705984,10.911522862811754,0.5332692222404681,10.911522862811754,0.333074585527057,10.911522862811754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
