date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,JKHY_shares,JKHY_value,CHRW_shares,CHRW_value,EL_shares,EL_value,PAYX_shares,PAYX_value,MU_shares,MU_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,TRV_shares,TRV_value,WSM_shares,WSM_value,GWW_shares,GWW_value,GPN_shares,GPN_value,HRL_shares,HRL_value,GPC_shares,GPC_value,LOW_shares,LOW_value,QCOM_shares,QCOM_value,WDC_shares,WDC_value,ADP_shares,ADP_value,CNC_shares,CNC_value,TTWO_shares,TTWO_value,JBL_shares,JBL_value,F_shares,F_value,EMN_shares,EMN_value,KLAC_shares,KLAC_value,COP_shares,COP_value,CVX_shares,CVX_value,DECK_shares,DECK_value,XOM_shares,XOM_value,ROST_shares,ROST_value,HAS_shares,HAS_value,DVN_shares,DVN_value,CMI_shares,CMI_value,DE_shares,DE_value,URI_shares,URI_value,VLO_shares,VLO_value,UNH_shares,UNH_value,TGT_shares,TGT_value,EOG_shares,EOG_value,CTRA_shares,CTRA_value,DD_shares,DD_value,CVS_shares,CVS_value,FCX_shares,FCX_value,MGM_shares,MGM_value,EA_shares,EA_value,GRMN_shares,GRMN_value,TXN_shares,TXN_value,AES_shares,AES_value,KR_shares,KR_value,NVR_shares,NVR_value,ADSK_shares,ADSK_value,RL_shares,RL_value,APA_shares,APA_value,CSGP_shares,CSGP_value,GLW_shares,GLW_value,FAST_shares,FAST_value,ADI_shares,ADI_value,TER_shares,TER_value,FDX_shares,FDX_value,J_shares,J_value,DLTR_shares,DLTR_value,VZ_shares,VZ_value,AXON_shares,AXON_value,MRK_shares,MRK_value,T_shares,T_value,PWR_shares,PWR_value,LUV_shares,LUV_value,ACN_shares,ACN_value,RMD_shares,RMD_value,EBAY_shares,EBAY_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,LRCX_shares,LRCX_value,TXT_shares,TXT_value,TKO_shares,TKO_value,MOS_shares,MOS_value,EXPD_shares,EXPD_value,AMP_shares,AMP_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,PHM_shares,PHM_value,TECH_shares,TECH_value,LULU_shares,LULU_value,VMC_shares,VMC_value,SMCI_shares,SMCI_value,GE_shares,GE_value,NEM_shares,NEM_value,DHI_shares,DHI_value,CMG_shares,CMG_value,STLD_shares,STLD_value,SWKS_shares,SWKS_value,RCL_shares,RCL_value,PRU_shares,PRU_value,NCLH_shares,NCLH_value,DAL_shares,DAL_value,NWSA_shares,NWSA_value,AMZN_shares,AMZN_value,LEN_shares,LEN_value,OXY_shares,OXY_value,FANG_shares,FANG_value,CF_shares,CF_value,TSLA_shares,TSLA_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2005-09-30,100.0,0.3955515837703198,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997017205090301,10.000000000000002,0.3418489555078911,10.0,1.2789641982454518,10.0,0.6567906131035796,10.0,0.3500972755825433,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2005-10-31,99.67259074561956,0.3955515837703198,10.455695209325365,0.1201201201201201,9.717717901006475,0.3979061294960228,10.186598187501028,0.2997017205090301,9.93797867341654,0.3418489555078911,11.225336497133176,1.2789641982454518,9.875759188923473,0.6567906131035796,10.67500591444527,0.3500972755825433,9.951753848537226,0.4457773385182882,9.053844639088094,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2005-11-30,106.4036790974006,0.3955515837703198,10.513231439186608,0.1201201201201201,10.697897604635886,0.3979061294960228,11.10261075048119,0.2997017205090301,10.902369201184888,0.3418489555078911,11.592010657742094,1.2789641982454518,10.894029975357483,0.6567906131035796,11.860615895285411,0.3500972755825433,10.98751126423534,0.4457773385182882,9.084614437564577,,,0.479227745113492,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2005-12-31,106.6006168038469,0.3955515837703198,10.200732500138631,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007080963493724,0.2997017205090301,10.74849516910698,0.3418489555078911,11.507483422912896,1.2789641982454518,10.0194880013251,0.6567906131035796,12.888227977076818,0.3500972755825433,11.69541040212694,0.4457773385182882,10.088456900005507,,,0.479227745113492,8.424220446639278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-01-31,109.1843148722512,0.3955515837703198,9.974869111527656,0.1201201201201201,11.74174174174174,0.3979061294960228,11.680973678776075,0.2997017205090301,10.404748920466044,0.3418489555078911,11.605190693879935,1.2789641982454518,10.377585438160466,0.6567906131035796,13.478279469862764,0.3500972755825433,11.331706898503189,,,,,0.479227745113492,8.323837166030426,4.528541498714343,10.265381753302892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-03-31,110.98040490613228,0.3955515837703198,9.954729695830242,0.1201201201201201,11.974775068036786,0.3979061294960228,12.89609964896484,0.2997017205090301,9.568127538776906,,,1.2789641982454518,10.470127677968811,0.6567906131035796,13.600934134720571,,,0.4917815738565943,10.62890278545854,,,,,,,0.5960382085654902,10.628902785458544,0.3320911770959776,10.62890278545854,0.7290991546251465,10.62890278545854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-04-30,108.03718025988292,0.3955515837703198,9.677764067657996,0.1201201201201201,11.244444517759948,0.3979061294960228,13.0644201468818,0.2997017205090301,9.4570335767358,,,1.2789641982454518,10.31290515512065,0.6567906131035796,13.12690285571403,,,0.4917815738565943,10.48039785962665,,,,,,,0.5960382085654902,10.433705183356844,0.3320911770959776,9.630710644216872,0.7290991546251465,10.608896252812334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-05-31,103.23401488515302,,,,,0.3979061294960228,12.237756744693622,,,0.2635794980129273,9.515525140777346,1.2789641982454518,10.40625606617785,0.6567906131035796,11.796196828479331,,,,,0.5982725746955899,9.515525140777346,,,,,,,,,0.7290991546251465,11.70065440113816,0.4919820066589213,9.515525140777346,0.5883153860640746,9.515525140777346,1.216007272584275,9.515525140777346,0.8332854899078115,9.515525140777346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-06-30,105.56000108039794,,,,,0.3979061294960228,12.662616831154237,,,0.2635794980129273,10.294184851744117,1.2789641982454518,9.76753262997637,0.6567906131035796,13.125385801285036,,,,,0.5982725746955899,10.60737247548536,,,,,,,,,,,0.4919820066589213,10.103926754915763,,,1.216007272584275,9.5972851207267,0.8332854899078115,9.696201876778332,0.3493149531888248,9.852747369166014,0.9048859559940284,9.852747369166014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-07-31,97.97489423480287,,,,,0.3979061294960228,10.48497845315176,,,0.2635794980129273,9.50675739014154,1.2789641982454518,8.671878835432901,0.6567906131035796,11.2598548250317,,,,,0.5982725746955899,10.40994257148039,,,,,,,,,,,0.4919820066589213,8.859732741821771,,,1.216007272584275,9.37831704478518,0.8332854899078115,10.017400812991244,0.3493149531888248,10.184350989269552,,,0.2047359991883057,9.201680570696846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-08-31,100.57619980068776,0.3462385854200276,10.00882430972164,,,,,,,,,,,,,,,,,0.5982725746955899,11.274446259337216,,,,,,,,,,,,,,,1.216007272584275,9.587253932803408,,,0.3493149531888248,9.76185544351824,1.0592263710193075,10.00882430972164,0.2047359991883057,9.899698306699024,0.5588142906869377,10.00882430972164,1.6373230182980067,10.00882430972164,0.4365791273998585,10.00882430972164,0.515105604587005,10.00882430972164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-09-30,105.51768833101262,,,,,,,,,,,,,,,,,,,0.5982725746955899,12.476974271409077,,,,,,,,,0.6551764362007474,10.357670543746137,,,,,1.216007272584275,10.401624037688109,,,0.3493149531888248,10.426730346017475,,,0.2047359991883057,9.979279679430393,,,,,0.4365791273998585,10.44472727773687,,,0.4421003317574323,10.357670543746137,0.9448123249446552,10.357670543746137,0.4375448489751875,10.357670543746137,2.520114405662911,10.357670543746137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2006-10-31,114.49208150379808,,,,,,,,,,,,,,,,,,,0.5982725746955899,13.25173730128444,,,,,,,,,0.6551764362007474,10.373082475714185,,,,,,,,,0.3493149531888248,11.436514854891412,,,0.2047359991883057,10.836946727543763,,,,,0.4365791273998585,11.114006823898729,,,0.4421003317574323,10.369070298051078,0.9448123249446552,10.460675104741904,0.4375448489751875,10.85941402982968,2.520114405662911,14.862374803531752,0.7811961571975046,10.928259084311136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
