date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,MKC_shares,MKC_value,NKE_shares,NKE_value,EL_shares,EL_value,MU_shares,MU_value,MSFT_shares,MSFT_value,JNJ_shares,JNJ_value,XOM_shares,XOM_value,ORCL_shares,ORCL_value,TRMB_shares,TRMB_value,TRV_shares,TRV_value,TTWO_shares,TTWO_value,CVX_shares,CVX_value,TXN_shares,TXN_value,COP_shares,COP_value,GWW_shares,GWW_value,STLD_shares,STLD_value,HUBB_shares,HUBB_value,ADM_shares,ADM_value,RMD_shares,RMD_value,SYY_shares,SYY_value,WDC_shares,WDC_value,AES_shares,AES_value,CPRT_shares,CPRT_value,TECH_shares,TECH_value,TJX_shares,TJX_value,KO_shares,KO_value,ORLY_shares,ORLY_value,HRL_shares,HRL_value,DLTR_shares,DLTR_value,WSM_shares,WSM_value,A_shares,A_value,VLO_shares,VLO_value,CMI_shares,CMI_value,EMN_shares,EMN_value,ADI_shares,ADI_value,CTRA_shares,CTRA_value,HAS_shares,HAS_value,GPC_shares,GPC_value,F_shares,F_value,DVN_shares,DVN_value,CSGP_shares,CSGP_value,FCX_shares,FCX_value,EA_shares,EA_value,MGM_shares,MGM_value,NVR_shares,NVR_value,GRMN_shares,GRMN_value,EBAY_shares,EBAY_value,LRCX_shares,LRCX_value,DECK_shares,DECK_value,AXON_shares,AXON_value,ROST_shares,ROST_value,EOG_shares,EOG_value,FAST_shares,FAST_value,FDX_shares,FDX_value,MOH_shares,MOH_value,ZBRA_shares,ZBRA_value,EXPD_shares,EXPD_value,AMAT_shares,AMAT_value,GLW_shares,GLW_value,AMP_shares,AMP_value,MOS_shares,MOS_value,TXT_shares,TXT_value,VZ_shares,VZ_value,FSLR_shares,FSLR_value,MPWR_shares,MPWR_value,PHM_shares,PHM_value,KDP_shares,KDP_value,LUV_shares,LUV_value,PCAR_shares,PCAR_value,DHR_shares,DHR_value,APA_shares,APA_value,TSN_shares,TSN_value,SMCI_shares,SMCI_value,PRU_shares,PRU_value,TGT_shares,TGT_value,CTSH_shares,CTSH_value,CHRW_shares,CHRW_value,DHI_shares,DHI_value,ULTA_shares,ULTA_value,NEM_shares,NEM_value,GE_shares,GE_value,TPR_shares,TPR_value,LULU_shares,LULU_value,PSX_shares,PSX_value,RL_shares,RL_value,QCOM_shares,QCOM_value,SWKS_shares,SWKS_value,CF_shares,CF_value,MHK_shares,MHK_value,LEN_shares,LEN_value,NUE_shares,NUE_value,FANG_shares,FANG_value,OXY_shares,OXY_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2005-09-30,100.0,0.3955518523537043,10.0,0.1201201201201201,10.0,0.3979061294960228,10.0,0.2997016862449955,10.0,0.3418490223761378,10.0,1.2789645102399698,10.0,0.6567906131035796,10.0,0.3500973223385701,10.0,0.4457773764206343,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2005-10-31,99.67260241395934,0.3955518523537043,10.45570079993385,0.1201201201201201,9.717717901006475,0.3979061294960228,10.186598187501028,0.2997016862449955,9.937980967049668,0.3418490223761378,11.225336084793016,1.2789645102399698,9.875759768473584,0.6567906131035796,10.67500591444527,0.3500973223385701,9.951755845366828,0.4457773764206343,9.0538462591467,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2005-11-30,106.40368199096348,0.3955518523537043,10.5132348054969,0.1201201201201201,10.697897604635886,0.3979061294960228,11.102609232589764,0.2997016862449955,10.902365668206006,0.3418490223761378,11.59201031712618,1.2789645102399698,10.894033852596758,0.6567906131035796,11.860618400742768,0.3500973223385701,10.98751072836133,0.4457773764206343,9.084613509480787,,,0.3776267365214718,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2005-12-31,106.7399848362663,0.3955518523537043,10.20073942653552,0.1201201201201201,11.02102102102102,0.3979061294960228,10.007082481385147,0.2997016862449955,10.748491653720071,0.3418490223761378,11.50749480221759,1.2789645102399698,10.01949227508368,0.6567906131035796,12.888225471619464,0.3500973223385701,11.69541329958219,0.4457773764206343,10.08846115879093,,,0.3776267365214718,8.563563246310693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2006-01-31,109.09075934606872,0.3955518523537043,9.974876639016385,0.1201201201201201,11.74174174174174,0.3979061294960228,11.680963812481815,0.2997016862449955,10.404748874192263,0.3418490223761378,11.605183835589482,1.2789645102399698,10.37758918941665,0.6567906131035796,13.478278217134084,0.3500973223385701,11.331713753931174,,,,,0.3776267365214718,8.230278955939443,4.528541681325266,10.26538432662566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2006-03-31,110.7932825956513,0.3955518523537043,9.954739473009964,,,0.3979061294960228,12.896102684747689,0.2997016862449955,9.568127588151642,0.3418490223761378,12.627925890025898,1.2789645102399698,10.470132671515646,0.6567906131035796,13.600926618348504,,,0.5107888548657824,11.039712114803253,0.6756249701169561,11.039712114803253,0.3776267365214718,8.556191325442205,,,0.9752602352181298,11.039712114803253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2006-04-30,110.8496272409445,0.3955518523537043,9.677768375588364,,,0.3979061294960228,13.064423182664648,0.2997016862449955,9.457032495540384,0.3418490223761378,12.690885449658465,1.2789645102399698,10.312902792020498,0.6567906131035796,13.126896592070642,,,0.5107888548657824,10.885463599775967,0.6756249701169561,11.928159311329711,0.3776267365214718,8.289988994043748,,,0.9752602352181298,11.416106448252068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2006-05-31,105.68767168259176,0.3955518523537043,9.370793345945811,,,0.3979061294960228,12.237753708910772,,,0.3418490223761378,12.341140401317638,1.2789645102399698,10.406258604712432,0.6567906131035796,11.79619181756462,,,,,,,0.3776267365214718,8.55139867654539,,,,,1.3093596597836654,10.246033781898769,0.6384578428294077,10.246033781898769,0.633480393357277,10.246033781898769,0.6453532722564781,10.246033781898769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2006-06-30,107.71276684283578,0.3955518523537043,10.366274460572017,,,,,,,0.3418490223761378,13.351025821569763,1.2789645102399698,9.767533183125355,0.6567906131035796,13.125394570385785,,,,,,,,,,,,,1.3093596597836654,10.334064198974495,,,,,,,0.2972211916672299,10.153694921641677,0.3205188888136884,10.153694921641677,0.8726020828811231,10.153694921641677,0.9098293064937824,10.153694921641677,0.359984687812321,10.153694921641677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
