date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,EL_shares,EL_value,SYY_shares,SYY_value,AAPL_shares,AAPL_value,PAYX_shares,PAYX_value,NKE_shares,NKE_value,ORCL_shares,ORCL_value,MKC_shares,MKC_value,COP_shares,COP_value,EA_shares,EA_value,GWW_shares,GWW_value,EOG_shares,EOG_value,CVX_shares,CVX_value,GPC_shares,GPC_value,TRV_shares,TRV_value,FAST_shares,FAST_value,WDC_shares,WDC_value,AES_shares,AES_value,RMD_shares,RMD_value,ADM_shares,ADM_value,APA_shares,APA_value,CTRA_shares,CTRA_value,ACN_shares,ACN_value,MU_shares,MU_value,ADP_shares,ADP_value,F_shares,F_value,LRCX_shares,LRCX_value,CMI_shares,CMI_value,ECL_shares,ECL_value,EMN_shares,EMN_value,XOM_shares,XOM_value,URI_shares,URI_value,WSM_shares,WSM_value,TER_shares,TER_value,DE_shares,DE_value,NVR_shares,NVR_value,HAS_shares,HAS_value,VLO_shares,VLO_value,HUM_shares,HUM_value,WST_shares,WST_value,FDX_shares,FDX_value,FFIV_shares,FFIV_value,DVN_shares,DVN_value,EQIX_shares,EQIX_value,JBL_shares,JBL_value,MGM_shares,MGM_value,DECK_shares,DECK_value,CSGP_shares,CSGP_value,FCX_shares,FCX_value,EBAY_shares,EBAY_value,GRMN_shares,GRMN_value,CTSH_shares,CTSH_value,TSCO_shares,TSCO_value,T_shares,T_value,HRL_shares,HRL_value,MOH_shares,MOH_value,DLTR_shares,DLTR_value,VZ_shares,VZ_value,ROST_shares,ROST_value,TJX_shares,TJX_value,RL_shares,RL_value,WMB_shares,WMB_value,AMAT_shares,AMAT_value,HAL_shares,HAL_value,AMP_shares,AMP_value,GLW_shares,GLW_value,SMCI_shares,SMCI_value,PH_shares,PH_value,MTCH_shares,MTCH_value,PKG_shares,PKG_value,CVS_shares,CVS_value,PCAR_shares,PCAR_value,EXPD_shares,EXPD_value,PHM_shares,PHM_value,PRU_shares,PRU_value,CDNS_shares,CDNS_value,KDP_shares,KDP_value,FSLR_shares,FSLR_value,DHR_shares,DHR_value,BA_shares,BA_value,TSN_shares,TSN_value,LUV_shares,LUV_value,TXT_shares,TXT_value,INTC_shares,INTC_value,PWR_shares,PWR_value,CHRW_shares,CHRW_value,SWKS_shares,SWKS_value,NEM_shares,NEM_value,GE_shares,GE_value,BAX_shares,BAX_value,TYL_shares,TYL_value,STLD_shares,STLD_value,CPRT_shares,CPRT_value,DHI_shares,DHI_value,JBHT_shares,JBHT_value,A_shares,A_value,ALB_shares,ALB_value,NUE_shares,NUE_value,KR_shares,KR_value,PSX_shares,PSX_value,NWSA_shares,NWSA_value,UAL_shares,UAL_value,TPR_shares,TPR_value,AMZN_shares,AMZN_value,ACGL_shares,ACGL_value,HSIC_shares,HSIC_value,TGT_shares,TGT_value,LEN_shares,LEN_value,DELL_shares,DELL_value,MOS_shares,MOS_value,FANG_shares,FANG_value,OXY_shares,OXY_value,CF_shares,CF_value,INCY_shares,INCY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2005-09-30,100.0,0.3955516434554849,10.0,0.1201201201201201,10.0,0.3979061596949402,10.0,0.2997015491889352,10.0,0.3418490446655592,10.0,1.2789645882386231,10.0,0.6567907365206682,10.0,0.3500973457165881,10.0,0.4457773385182882,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2005-10-31,99.67259834977968,0.3955516434554849,10.455691505811227,0.1201201201201201,9.717717901006475,0.3979061596949402,10.18659971955436,0.2997015491889352,9.937974135787403,0.3418490446655592,11.225338120763954,1.2789645882386231,9.875762200328056,0.6567907365206682,10.675012931294209,0.3500973457165881,9.95175650990298,0.4457773385182882,9.053844639088094,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2005-11-30,106.40369342241628,0.3955516434554849,10.513230762173714,0.1201201201201201,10.697897604635886,0.3979061596949402,11.102615387837986,0.2997015491889352,10.90236182573468,0.3418490446655592,11.59201368105582,1.2789645882386231,10.894035736693631,0.6567907365206682,11.860623134921536,0.3500973457165881,10.987512129818503,0.4457773385182882,9.084615287817376,,,0.6857138039452092,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2005-12-31,107.07004950275966,0.3955516434554849,10.200732530427354,0.1201201201201201,11.02102102102102,0.3979061596949402,10.007077928248052,0.2997015491889352,10.748487881616608,0.3418490446655592,11.507495552535374,1.2789645882386231,10.019489226983232,0.6567907365206682,12.88822914616628,0.3500973457165881,11.695416751583188,0.4457773385182882,10.088458600511103,,,,,0.505931615149608,8.893640863667452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2006-01-31,109.64813383326565,0.3955516434554849,9.974868353280744,0.1201201201201201,11.74174174174174,0.3979061596949402,11.680967734786703,0.2997015491889352,10.404741829473176,0.3418490446655592,11.60518720037807,1.2789645882386231,10.37759226173342,0.6567907365206682,13.47827824437058,,,,,,,0.7553598165781594,10.798547221569995,0.505931615149608,8.787662024361211,4.76374529954635,10.798547221569995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2006-03-31,110.30446136794846,,,,,0.3979061596949402,12.896103663491946,0.2997015491889352,9.568118067849683,,,1.2789645882386231,10.470130870613536,0.6567907365206682,13.600925415902868,,,0.4917487551666908,10.628197225015072,0.6504404605731783,10.628197225015072,,,,,,,0.4861634065094015,10.628197225015072,1.2840908003378089,10.628197225015072,0.9667555279578548,10.628197225015072,0.9389062436401702,10.628197225015072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2006-04-30,110.78588451823228,,,,,0.3979061596949402,13.06442265629198,0.2997015491889352,9.457024169313817,,,1.2789645882386231,10.312907080107998,0.6567907365206682,13.126907827839467,,,0.4917487551666908,10.479699395743737,0.6504404605731783,11.483526778041483,,,,,,,0.4861634065094015,10.304198015843337,1.2840908003378089,10.23973188591637,0.9667555279578548,11.326906594988914,0.9389062436401702,10.990560114145184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2006-05-31,104.6880574312528,0.4389507586290869,10.398932083577169,,,,,,,0.2880497585424537,10.398932083577169,1.2789645882386231,10.406254360483551,0.6567907365206682,11.796197792365945,,,,,,,,,,,,,0.4861634065094015,9.4029873262823,1.2840908003378089,10.048299886666904,0.9667555279578548,11.039657647568273,,,0.4144034600666862,10.398932083577169,0.253707389428107,10.39893208357717,0.1998228765744198,10.398932083577169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2006-06-30,109.36329182582132,,,,,,,,,0.2880497585424537,11.249875708881946,1.2789645882386231,9.767534388663863,0.6567907365206682,13.125397036769971,,,,,,,,,,,,,0.4861634065094015,9.984429999496731,1.2840908003378089,10.134628987290242,0.9667555279578548,11.249269352196524,,,0.4144034600666862,10.828358111701922,,,0.1998228765744198,10.881472498368904,0.4542661059787527,11.07116287122561,0.3739852339170196,11.07116287122561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
