date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LRCX_shares,LRCX_value,KLAC_shares,KLAC_value,AAPL_shares,AAPL_value,CAH_shares,CAH_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,GWW_shares,GWW_value,EA_shares,EA_value,COP_shares,COP_value,TRV_shares,TRV_value,FCX_shares,FCX_value,CVX_shares,CVX_value,GPC_shares,GPC_value,DVN_shares,DVN_value,DECK_shares,DECK_value,EOG_shares,EOG_value,CTRA_shares,CTRA_value,ROST_shares,ROST_value,PPG_shares,PPG_value,TTWO_shares,TTWO_value,HUBB_shares,HUBB_value,JBL_shares,JBL_value,MU_shares,MU_value,F_shares,F_value,DD_shares,DD_value,EMN_shares,EMN_value,CMI_shares,CMI_value,HAS_shares,HAS_value,VLO_shares,VLO_value,XOM_shares,XOM_value,WSM_shares,WSM_value,URI_shares,URI_value,TXT_shares,TXT_value,FAST_shares,FAST_value,NVR_shares,NVR_value,MSI_shares,MSI_value,WMB_shares,WMB_value,VZ_shares,VZ_value,FDX_shares,FDX_value,WDC_shares,WDC_value,GRMN_shares,GRMN_value,GLW_shares,GLW_value,TSCO_shares,TSCO_value,IP_shares,IP_value,KR_shares,KR_value,ORLY_shares,ORLY_value,AMP_shares,AMP_value,HRL_shares,HRL_value,PHM_shares,PHM_value,DHI_shares,DHI_value,WMT_shares,WMT_value,NEM_shares,NEM_value,LUV_shares,LUV_value,PKG_shares,PKG_value,SYY_shares,SYY_value,PRU_shares,PRU_value,HD_shares,HD_value,ADM_shares,ADM_value,TSN_shares,TSN_value,BA_shares,BA_value,APA_shares,APA_value,RCL_shares,RCL_value,SMCI_shares,SMCI_value,FSLR_shares,FSLR_value,PCAR_shares,PCAR_value,TGT_shares,TGT_value,MPC_shares,MPC_value,PSX_shares,PSX_value,STLD_shares,STLD_value,MLM_shares,MLM_value,DLTR_shares,DLTR_value,DE_shares,DE_value,LEN_shares,LEN_value,NUE_shares,NUE_value,MOS_shares,MOS_value,NCLH_shares,NCLH_value,UAL_shares,UAL_value,GE_shares,GE_value,FANG_shares,FANG_value,MHK_shares,MHK_value,CF_shares,CF_value,OXY_shares,OXY_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2005-09-30,100.0,0.395551822511088,10.0,0.1201201201201201,10.0,0.3979060087003992,10.0,0.2997015491889352,10.0,0.3418490000867193,10.0,1.278964276244067,10.0,0.6567908599378033,10.0,0.3500972522045346,10.0,0.4457774143229869,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2005-10-31,99.67260840755516,0.395551822511088,10.455700765553264,0.1201201201201201,9.717717901006475,0.3979060087003992,10.18660268452678,0.2997015491889352,9.937974135787403,0.3418490000867193,11.225337960973684,1.278964276244067,9.875762230635006,0.6567908599378033,10.675008673583443,0.3500972522045346,9.951757190546475,0.4457774143229869,9.053846178699702,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2005-11-30,106.4036890721446,0.395551822511088,10.513237030141315,0.1201201201201201,10.697897604635886,0.3979060087003992,11.102610415752611,0.2997015491889352,10.90235953919332,0.3418490000867193,11.5920160815501,1.278964276244067,10.894029420022896,0.6567908599378033,11.860624110914635,0.3500972522045346,10.987511866051047,0.4457774143229869,9.084615132155664,,,2.737378012468784,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2005-12-31,106.50849643393944,0.395551822511088,10.200734130204037,0.1201201201201201,11.02102102102102,0.3979060087003992,10.007076407671208,0.2997015491889352,10.748487881616608,0.3418490000867193,11.507484923546784,1.278964276244067,10.019490441944352,0.6567908599378033,12.888232820714478,0.3500972522045346,11.69540695012706,0.4457774143229869,10.088461166312367,,,,,0.3180066459736028,8.332100690781495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2006-01-31,109.64016846521316,0.395551822511088,9.974872114180462,0.1201201201201201,11.74174174174174,0.3979060087003992,11.680957989559491,0.2997015491889352,10.404745259285216,0.3418490000867193,11.605189599154452,1.278964276244067,10.377587290760877,,,,,,,,,2.9518041225277223,11.691792001534054,0.3180066459736028,8.779698465928755,5.157795267788107,11.691792001534054,0.3538594931778838,11.691792001534054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2006-03-31,108.3123752602872,,,,,0.3979060087003992,12.896103323445033,0.2997015491889352,9.568117496214343,,,1.278964276244067,10.470125877066838,0.5200022400150667,10.768289794794423,,,0.4982304701192139,10.768289794794423,0.6590140571748384,10.768289794794423,,,,,,,,,1.3010154800747975,10.768289794794423,0.9512824907894224,10.768289794794423,0.979498711917401,10.768289794794423,0.4925716746532855,10.768289794794423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2006-04-30,108.90642214275675,,,,,0.3979060087003992,13.06441466291778,0.2997015491889352,9.457026455855177,,,1.278964276244067,10.312903344630335,0.5200022400150667,10.392992920558696,,,0.4982304701192139,10.61783177240489,0.6590140571748384,11.634893631930812,,,,,,,,,1.3010154800747975,10.374691965264008,0.9512824907894224,11.135433727449316,0.979498711917401,11.476211929508995,0.4925716746532855,10.440021732236763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2006-05-31,103.05097143290293,0.44247766917725,10.48248864181006,,,,,,,0.2903643005828328,10.48248864181006,1.278964276244067,10.406255481095997,0.5200022400150667,9.339424234148776,,,,,,,,,,,,,,,1.3010154800747975,10.180738078895224,,,0.979498711917401,11.185176640998687,0.4925716746532855,9.52693378871391,0.2014285638641096,10.48248864181006,0.2557460036934069,10.48248864181006,0.4177333960131706,10.48248864181006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2006-06-30,107.48591775503044,0.44247766917725,11.596063237759155,,,,,,,0.2903643005828328,11.340271998286482,1.278964276244067,9.767535665087625,0.5200022400150667,10.391788844326973,,,,,,,,,,,,,,,1.3010154800747975,10.268205641840929,,,0.979498711917401,11.397551319755252,0.4925716746532855,10.11603969564149,0.2014285638641096,10.968912682729524,,,0.4177333960131706,10.91536452285289,0.380210667755702,10.72418414675014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
