date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,CAH_shares,CAH_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MU_shares,MU_value,MKC_shares,MKC_value,EA_shares,EA_value,COR_shares,COR_value,PAYX_shares,PAYX_value,GEN_shares,GEN_value,ORCL_shares,ORCL_value,DECK_shares,DECK_value,TTWO_shares,TTWO_value,TRV_shares,TRV_value,LII_shares,LII_value,DE_shares,DE_value,EBAY_shares,EBAY_value,CTSH_shares,CTSH_value,CMI_shares,CMI_value,COP_shares,COP_value,GWW_shares,GWW_value,GRMN_shares,GRMN_value,AES_shares,AES_value,SYY_shares,SYY_value,EL_shares,EL_value,WDC_shares,WDC_value,STE_shares,STE_value,NVDA_shares,NVDA_value,JBL_shares,JBL_value,LEN_shares,LEN_value,ADM_shares,ADM_value,F_shares,F_value,CVX_shares,CVX_value,BG_shares,BG_value,TSN_shares,TSN_value,VLO_shares,VLO_value,NVR_shares,NVR_value,HAS_shares,HAS_value,FCX_shares,FCX_value,EOG_shares,EOG_value,CTRA_shares,CTRA_value,HAL_shares,HAL_value,AXON_shares,AXON_value,EQIX_shares,EQIX_value,DD_shares,DD_value,CHRW_shares,CHRW_value,ALGN_shares,ALGN_value,DHI_shares,DHI_value,ADP_shares,ADP_value,FAST_shares,FAST_value,MCK_shares,MCK_value,NUE_shares,NUE_value,FDX_shares,FDX_value,CNC_shares,CNC_value,WAB_shares,WAB_value,HD_shares,HD_value,FFIV_shares,FFIV_value,WSM_shares,WSM_value,PWR_shares,PWR_value,RMD_shares,RMD_value,TSCO_shares,TSCO_value,SBUX_shares,SBUX_value,J_shares,J_value,TXT_shares,TXT_value,MOS_shares,MOS_value,NEM_shares,NEM_value,ICE_shares,ICE_value,AKAM_shares,AKAM_value,PHM_shares,PHM_value,IP_shares,IP_value,AMAT_shares,AMAT_value,SNPS_shares,SNPS_value,FSLR_shares,FSLR_value,TER_shares,TER_value,GILD_shares,GILD_value,LRCX_shares,LRCX_value,DVN_shares,DVN_value,SMCI_shares,SMCI_value,GE_shares,GE_value,TECH_shares,TECH_value,VMC_shares,VMC_value,PCAR_shares,PCAR_value,MGM_shares,MGM_value,PRU_shares,PRU_value,GLW_shares,GLW_value,LULU_shares,LULU_value,NFLX_shares,NFLX_value,LUV_shares,LUV_value,ULTA_shares,ULTA_value,BA_shares,BA_value,SWKS_shares,SWKS_value,NTAP_shares,NTAP_value,TKO_shares,TKO_value,RL_shares,RL_value,DXCM_shares,DXCM_value,REGN_shares,REGN_value,EPAM_shares,EPAM_value,ENPH_shares,ENPH_value,SLB_shares,SLB_value,DLTR_shares,DLTR_value,STLD_shares,STLD_value,FANG_shares,FANG_value,AMP_shares,AMP_value,PSX_shares,PSX_value,ANET_shares,ANET_value,XYZ_shares,XYZ_value,MHK_shares,MHK_value,ACGL_shares,ACGL_value,XOM_shares,XOM_value,VRTX_shares,VRTX_value,OXY_shares,OXY_value,AMD_shares,AMD_value,PYPL_shares,PYPL_value,CF_shares,CF_value,TSLA_shares,TSLA_value,HRL_shares,HRL_value,run
2005-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2005-09-30,100.0,0.3955517628258689,10.0,0.1201201201201201,10.0,0.3979061898938621,10.0,0.2997016177169496,10.0,0.3418491784021488,10.0,1.278964276244067,10.0,0.6567906953816335,10.0,0.3500973457165881,10.0,0.4457774901277114,10.0,0.6395906526133238,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2005-10-31,99.67261710316312,0.3955517628258689,10.45569541560631,0.1201201201201201,9.717717901006475,0.3979061898938621,10.18660428739123,0.2997016177169496,9.937977551417752,0.3418491784021488,11.2253425122884,1.278964276244067,9.87575857148886,0.6567906953816335,10.675009757191711,0.3500973457165881,9.951761851964529,0.4457774901277114,9.053848568564918,0.6395906526133238,8.592900686242924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2005-11-30,106.40370855449984,0.3955517628258689,10.513233180422883,0.1201201201201201,10.697897604635886,0.3979061898938621,11.102616230466348,0.2997016177169496,10.90236317533443,0.3418491784021488,11.592019520080497,1.278964276244067,10.894029420022896,0.6567906953816335,11.860627402929644,0.3500973457165881,10.987517471880055,0.4457774901277114,9.084616677000076,,,0.2992285741700731,8.768787871727117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2005-12-31,107.60337979945274,0.3955517628258689,10.200735608825283,0.1201201201201201,11.02102102102102,0.3979061898938621,10.007080964568535,0.2997016177169496,10.748489196032438,0.3418491784021488,11.507496142290757,1.278964276244067,10.019491051802044,0.6567906953816335,12.88823209707997,0.3500973457165881,11.6954154160678,0.4457774901277114,10.088462031608328,,,0.2992285741700731,9.426956270156568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2006-01-31,110.7472213834603,0.3955517628258689,9.97487136351692,0.1201201201201201,11.74174174174174,0.3979061898938621,11.680969380254703,0.2997016177169496,10.404744208560972,0.3418491784021488,11.60518913240305,1.278964276244067,10.37758973019164,0.6567906953816335,13.47827990559686,0.3500973457165881,11.331709168553528,,,,,0.2992285741700731,9.886740657815896,4.5285424613607805,10.265386094824985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2006-03-31,112.464183384692,0.3955517628258689,9.95473646543362,,,0.3979061898938621,12.896104642236352,0.2997016177169496,9.56812425708825,,,1.278964276244067,10.470128316497602,0.6567906953816335,13.60092331126046,,,0.5179661865391486,11.194833278435148,0.6851183092958623,11.194833278435148,,,,,1.3525510307279616,11.194833278435148,0.7786594804813587,11.194833278435148,0.9889638083691086,11.194833278435148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2006-04-30,114.04139478363884,0.3955517628258689,9.677769202976265,,,0.3979061898938621,13.064428201485848,0.2997016177169496,9.457029761514825,,,1.278964276244067,10.312902124914954,0.6567906953816335,13.126905752887836,,,0.5179661865391486,11.038421297579085,0.6851183092958623,12.095764221051857,,,,,1.3525510307279616,10.785652719045045,0.7786594804813587,12.9060022701306,0.9889638083691086,11.576519232052547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2006-05-31,108.43592597635087,,,,,,,,,,,1.278964276244067,10.406255481095997,0.6567906953816335,11.79618703166341,,,,,0.6851183092958623,10.896806526404363,,,,,1.3525510307279616,10.584012747525108,,,,,0.2632999681601237,10.792110698277002,0.7637738464478796,10.792110698277002,0.5579852533689125,10.792110698277,1.9163017577000252,10.792110698277002,0.9450774777293538,10.792110698277002,5.478228701291179,10.792110698277002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2006-06-30,112.08318958507414,,,,,,,,,,,1.278964276244067,9.767532005941478,0.6567906953816335,13.125387445539962,,,,,,,,,,,1.3525510307279616,10.67494634700977,,,,,,,,,0.5579852533689125,11.4594520703329,,,0.9450774777293538,10.997023975780664,5.478228701291179,11.735581648548225,1.024168347355702,11.080816522980289,0.3928543479544417,11.080816522980284,0.5415431132530388,11.080816522980284,0.385189791514921,11.080816522980284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
